row_id,icd9_code,short_title,long_title
354,01674,TB fem gen NEC-cult dx,"Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
355,01675,TB fem gen NEC-histo dx,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
604,01792,TB organ NEC-exam unkn,"Tuberculosis of other specified organs, bacteriological or histological examination unknown (at present)"
605,01793,TB of organ NEC-micro dx,"Tuberculosis of other specified organs, tubercle bacilli found (in sputum) by microscopy"
606,01794,TB of organ NEC-cult dx,"Tuberculosis of other specified organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
607,01795,TB of organ NEC-histo dx,"Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
608,01796,TB of organ NEC-oth test,"Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
609,01800,Acute miliary tb-unspec,"Acute miliary tuberculosis, unspecified"
610,01801,Acute miliary tb-no exam,"Acute miliary tuberculosis, bacteriological or histological examination not done"
611,01802,Ac miliary tb-exam unkn,"Acute miliary tuberculosis, bacteriological or histological examination unknown (at present)"
612,01803,Ac miliary tb-micro dx,"Acute miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
613,01804,Acute miliary tb-cult dx,"Acute miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
614,01805,Ac miliary tb-histo dx,"Acute miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
615,01806,Ac miliary tb-oth test,"Acute miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
616,01880,Miliary TB NEC-unspec,"Other specified miliary tuberculosis, unspecified"
617,01881,Miliary TB NEC-no exam,"Other specified miliary tuberculosis, bacteriological or histological examination not done"
618,01882,Miliary TB NEC-exam unkn,"Other specified miliary tuberculosis, bacteriological or histological examination unknown (at present)"
619,01883,Miliary TB NEC-micro dx,"Other specified miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
620,01884,Miliary TB NEC-cult dx,"Other specified miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
621,01885,Miliary TB NEC-histo dx,"Other specified miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
622,01886,Miliary TB NEC-oth test,"Other specified miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
623,01890,Miliary TB NOS-unspec,"Miliary tuberculosis, unspecified, unspecified"
624,01891,Miliary TB NOS-no exam,"Miliary tuberculosis, unspecified, bacteriological or histological examination not done"
625,01892,Miliary TB NOS-exam unkn,"Miliary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
683,01893,Miliary TB NOS-micro dx,"Miliary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
684,01894,Miliary TB NOS-cult dx,"Miliary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
685,01895,Miliary TB NOS-histo dx,"Miliary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
686,01896,Miliary TB NOS-oth test,"Miliary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
748,01305,TB meningitis-histo dx,"Tuberculous meningitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
749,01306,TB meningitis-oth test,"Tuberculous meningitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
755,01315,Tubrclma mening-histo dx,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
756,01316,Tubrclma mening-oth test,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
762,01325,Tubrcloma brain-histo dx,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
763,01326,Tubrcloma brain-oth test,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
769,01335,TB brain absc-histo dx,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
770,01336,TB brain absc-oth test,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
776,01345,Tubrclma sp crd-histo dx,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
777,01346,Tubrclma sp crd-oth test,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
783,01355,TB sp crd absc-histo dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
784,01356,TB sp crd absc-oth test,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
790,01365,TB encephalitis-histo dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
791,01366,TB encephalitis-oth test,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
792,01380,Cns TB NEC-unspec,"Other specified tuberculosis of central nervous system, unspecified"
793,01381,Cns TB NEC-no exam,"Other specified tuberculosis of central nervous system, bacteriological or histological examination not done"
794,01382,Cns TB NEC-exam unkn,"Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
795,01383,Cns TB NEC-micro dx,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
796,01384,Cns TB NEC-cult dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
797,01385,Cns TB NEC-histo dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
798,01386,Cns TB NEC-oth test,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
799,01390,Cns TB NOS-unspec,"Unspecified tuberculosis of central nervous system, unspecified"
800,01391,Cns TB NOS-no exam,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done"
801,01392,Cns TB NOS-exam unkn,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
802,01393,Cns TB NOS-micro dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
803,01394,Cns TB NOS-cult dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
804,01395,Cns TB NOS-histo dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
805,01396,Cns TB NOS-oth test,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
811,01405,TB peritonitis-histo dx,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
812,01406,TB peritonitis-oth test,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
813,01480,Intestinal TB NEC-unspec,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified"
814,01481,Intestin TB NEC-no exam,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done"
815,01482,Intest TB NEC-exam unkn,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)"
816,01483,Intestin TB NEC-micro dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy"
817,01484,Intestin TB NEC-cult dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
818,01485,Intestin TB NEC-histo dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
819,01486,Intestin TB NEC-oth test,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
820,01500,TB of vertebra-unspec,"Tuberculosis of vertebral column, unspecified"
821,01501,TB of vertebra-no exam,"Tuberculosis of vertebral column, bacteriological or histological examination not done"
822,01502,TB of vertebra-exam unkn,"Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)"
823,01503,TB of vertebra-micro dx,"Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy"
824,01504,TB of vertebra-cult dx,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
825,01505,TB of vertebra-histo dx,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
826,01506,TB of vertebra-oth test,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
827,01510,TB of hip-unspec,"Tuberculosis of hip, unspecified"
828,01511,TB of hip-no exam,"Tuberculosis of hip, bacteriological or histological examination not done"
829,01512,TB of hip-exam unkn,"Tuberculosis of hip, bacteriological or histological examination unknown (at present)"
830,01513,TB of hip-micro dx,"Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy"
831,01514,TB of hip-cult dx,"Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
832,01515,TB of hip-histo dx,"Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
833,01516,TB of hip-oth test,"Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
834,01520,TB of knee-unspec,"Tuberculosis of knee, unspecified"
835,01521,TB of knee-no exam,"Tuberculosis of knee, bacteriological or histological examination not done"
836,01522,TB of knee-exam unkn,"Tuberculosis of knee, bacteriological or histological examination unknown (at present)"
837,01523,TB of knee-micro dx,"Tuberculosis of knee, tubercle bacilli found (in sputum) by microscopy"
838,01524,TB of knee-cult dx,"Tuberculosis of knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
839,01525,TB of knee-histo dx,"Tuberculosis of knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
840,01526,TB of knee-oth test,"Tuberculosis of knee, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
841,01550,TB of limb bones-unspec,"Tuberculosis of limb bones, unspecified"
842,01551,TB limb bones-no exam,"Tuberculosis of limb bones, bacteriological or histological examination not done"
843,01552,TB limb bones-exam unkn,"Tuberculosis of limb bones, bacteriological or histological examination unknown (at present)"
844,01553,TB limb bones-micro dx,"Tuberculosis of limb bones, tubercle bacilli found (in sputum) by microscopy"
845,01554,TB limb bones-cult dx,"Tuberculosis of limb bones, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
846,01555,TB limb bones-histo dx,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
847,01556,TB limb bones-oth test,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
848,01560,TB of mastoid-unspec,"Tuberculosis of mastoid, unspecified"
849,01561,TB of mastoid-no exam,"Tuberculosis of mastoid, bacteriological or histological examination not done"
850,01562,TB of mastoid-exam unkn,"Tuberculosis of mastoid, bacteriological or histological examination unknown (at present)"
851,01563,TB of mastoid-micro dx,"Tuberculosis of mastoid, tubercle bacilli found (in sputum) by microscopy"
852,01564,TB of mastoid-cult dx,"Tuberculosis of mastoid, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
853,01565,TB of mastoid-histo dx,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
854,01566,TB of mastoid-oth test,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
855,01570,TB of bone NEC-unspec,"Tuberculosis of other specified bone, unspecified"
856,01571,TB of bone NEC-no exam,"Tuberculosis of other specified bone, bacteriological or histological examination not done"
857,01572,TB of bone NEC-exam unkn,"Tuberculosis of other specified bone, bacteriological or histological examination unknown (at present)"
858,01573,TB of bone NEC-micro dx,"Tuberculosis of other specified bone, tubercle bacilli found (in sputum) by microscopy"
859,01574,TB of bone NEC-cult dx,"Tuberculosis of other specified bone, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
860,01575,TB of bone NEC-histo dx,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
861,01576,TB of bone NEC-oth test,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
862,01580,TB of joint NEC-unspec,"Tuberculosis of other specified joint, unspecified"
863,01581,TB of joint NEC-no exam,"Tuberculosis of other specified joint, bacteriological or histological examination not done"
905,1370,"Late effect tb, resp/NOS",Late effects of respiratory or unspecified tuberculosis
906,1371,Late effect cns TB,Late effects of central nervous system tuberculosis
907,1372,Late effect gu TB,Late effects of genitourinary tuberculosis
908,1373,Late eff bone & joint TB,Late effects of tuberculosis of bones and joints
909,1374,Late effect TB NEC,Late effects of tuberculosis of other specified organs
5146,5110,Pleurisy w/o effus or TB,Pleurisy without mention of effusion or current tuberculosis
5147,5111,Bact pleur/effus not TB,"Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis"
6939,64730,TB in preg-unspecified,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
6940,64731,Tuberculosis-delivered,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6941,64732,Tuberculosis-deliv w p/p,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
6942,64733,Tuberculosis-antepartum,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6943,64734,Tuberculosis-postpartum,"Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication"
11216,79551,Nonsp rea skn test wo tb,Nonspecific reaction to tuberculin skin test without active tuberculosis
11217,79552,Nonsp rea gma interferon,Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis
11882,V011,Tuberculosis contact,Contact with or exposure to tuberculosis
12178,V032,Vaccin for tuberculosis,Need for prophylactic vaccination and inoculation against tuberculosis [BCG]
13931,V1201,Prsnl hst tuberculosis,Personal history of tuberculosis
14056,V712,Observ-suspect TB,Observation for suspected tuberculosis
14434,V741,Screening-pulmonary TB,Screening examination for pulmonary tuberculosis
